Reviews,Type Of Traveller,Seat Type,Route,Date Flown,Recommended,clean_reviews,clean_reviews2,sentiment
I flew 6 hrs from Seattle to Kona on a full flight. The only toilets for economy were at the back of the plane. Being only one narrow aisle there was continual crowding and congestion up the aisle near the toilets. It was particularly bad for passengers in the back rows because they had people in the aisle crowding them the whole flight. We were not allowed to use the first class facilities at the front even though a couple of people did go through. An other annoyance was the frequency and volume of announcements. Please let us have some peace and quiet! We noticed the contrast with Hawaiian Airlines which was so tranquil and relaxing with no loud publicity of special deals and unnecessary announcements of impending drinks trolley.,,,,,,i flew 6 hrs from seattle to kona on a full flight the only toilets for economy were at the back of the plane being only one narrow aisle there was continual crowding and congestion up the aisle near the toilets it was particularly bad for passengers in the back rows because they had people in the aisle crowding them the whole flight we were not allowed to use the first class facilities at the front even though a couple of people did go through an other annoyance was the frequency and volume of announcements please let us have some peace and quiet we noticed the contrast with hawaiian airlines which was so tranquil and relaxing with no loud publicity of special deals and unnecessary announcements of impending drinks trolley,flew 6 hrs seattle kona full flight toilets economy back plane one narrow aisle continual crowding congestion aisle near toilets particularly bad passengers back rows people aisle crowding whole flight allowed use first class facilities front even though couple people go annoyance frequency volume announcements please let us peace quiet noticed contrast hawaiian airlines tranquil relaxing loud publicity special deals unnecessary announcements impending drinks trolley,NEU
SEA-MIA. I had the misfortune of missing my flight the night before (my fault). I ended up flying out the next morning on my birthday my travel partner mentioned to the FAs that it was my birthday. They went out of their way and made me feel quite special. The FA asked me if I liked sweet or sour and soon came back with a special drink which he'd put dry ice in to make it bubbly! Then later they lent me a complimentary movie player. They were small gestures but really made my day. The service was great.,,,,,,seamia i had the misfortune of missing my flight the night before my fault i ended up flying out the next morning on my birthday my travel partner mentioned to the fas that it was my birthday they went out of their way and made me feel quite special the fa asked me if i liked sweet or sour and soon came back with a special drink which hed put dry ice in to make it bubbly then later they lent me a complimentary movie player they were small gestures but really made my day the service was great,seamia misfortune missing flight night fault ended flying next morning birthday travel partner mentioned fas birthday went way made feel quite special fa asked liked sweet sour soon came back special drink hed put dry ice make bubbly later lent complimentary movie player small gestures really made day service great,POS
On return flight from Maui we sat in the first row behind 1st class. My wife needed to use the restroom and must use a crutch to walk so she went forward to 1st class. I went to the back but was blocked by 10 people in line who were blocked by the serving cart so I returned to the front. My wife had returned to her seat and another lady was going through the door so I waited. Then a lady attendant seeing me waiting told me I must go to the rear. I explained that the aisle was blocked by the serving cart she insisted I go back which I did. After the long wait on the serving cart I finally reached the restroom. When I returned to my seat the man in the aisle next to me asked why I went back. He said while I was gone 3 people had passed him and used the front bath room without any harassment. I realized that this restroom is intended for First Class but at the same time a little reasonable attitude and common sense by the attendant would be appreciated.,,,,,,on return flight from maui we sat in the first row behind 1st class my wife needed to use the restroom and must use a crutch to walk so she went forward to 1st class i went to the back but was blocked by 10 people in line who were blocked by the serving cart so i returned to the front my wife had returned to her seat and another lady was going through the door so i waited then a lady attendant seeing me waiting told me i must go to the rear i explained that the aisle was blocked by the serving cart she insisted i go back which i did after the long wait on the serving cart i finally reached the restroom when i returned to my seat the man in the aisle next to me asked why i went back he said while i was gone 3 people had passed him and used the front bath room without any harassment i realized that this restroom is intended for first class but at the same time a little reasonable attitude and common sense by the attendant would be appreciated,return flight maui sat first row behind 1st class wife needed use restroom must use crutch walk went forward 1st class went back blocked 10 people line blocked serving cart returned front wife returned seat another lady going door waited lady attendant seeing waiting told must go rear explained aisle blocked serving cart insisted go back long wait serving cart finally reached restroom returned seat man aisle next asked went back said gone 3 people passed used front bath room without harassment realized restroom intended first class time little reasonable attitude common sense attendant would appreciated,NEU
San Diego to Seattle return. The overall trip was excellent. The crew were nice and gave me a free extra snack. My carry-on was 2 inches larger than the maximum but the gate agent offered to consider it check-in luggage for no extra cost. Only negative point is that both landings were hard especially at San Diego.,,,,,,san diego to seattle return the overall trip was excellent the crew were nice and gave me a free extra snack my carryon was 2 inches larger than the maximum but the gate agent offered to consider it checkin luggage for no extra cost only negative point is that both landings were hard especially at san diego,san diego seattle return overall trip excellent crew nice gave free extra snack carryon 2 inches larger maximum gate agent offered consider checkin luggage extra cost negative point landings hard especially san diego,POS
Burbank CA to Seattle WA. My mother is quite elderly staff were very courteous from the moment she exited the car. She was supplied with a wheelchair with and pushed by a staff member to both the ticket counter and security without waiting and then helped onto the plane. The trip went without a hitch.,,,,,,burbank ca to seattle wa my mother is quite elderly staff were very courteous from the moment she exited the car she was supplied with a wheelchair with and pushed by a staff member to both the ticket counter and security without waiting and then helped onto the plane the trip went without a hitch,burbank ca seattle wa mother quite elderly staff courteous moment exited car supplied wheelchair pushed staff member ticket counter security without waiting helped onto plane trip went without hitch,POS
Flew nonstop Oakland to Kona. Its a much smaller plane than Hawaiian or United for example but seat size is the same. However there are no movies and music they will rent you small hand held pads. They only use one food cart in coach so if you are at the back you will wait over 1 hr after service starts. Food is reasonably priced. Staff are nice and helpful if you know what to expect its fine.,,,,,,flew nonstop oakland to kona its a much smaller plane than hawaiian or united for example but seat size is the same however there are no movies and music they will rent you small hand held pads they only use one food cart in coach so if you are at the back you will wait over 1 hr after service starts food is reasonably priced staff are nice and helpful if you know what to expect its fine,flew nonstop oakland kona much smaller plane hawaiian united example seat size however movies music rent small hand held pads use one food cart coach back wait 1 hr service starts food reasonably priced staff nice helpful know expect fine,POS
The airline did got us to the destination however they re-assigned our seats upon check-in - to the lavatory row. I paid full fair for these tickets and spent 6.5 hrs with people standing next to us. When I asked to have my family back in their original seats I was told there was an equipment change. Apparently the computer runs the airline. The computer reassigned the seats and there is nothing a human can do to rectify the situation.,,,,,,the airline did got us to the destination however they reassigned our seats upon checkin  to the lavatory row i paid full fair for these tickets and spent 65 hrs with people standing next to us when i asked to have my family back in their original seats i was told there was an equipment change apparently the computer runs the airline the computer reassigned the seats and there is nothing a human can do to rectify the situation,airline got us destination however reassigned seats upon checkin lavatory row paid full fair tickets spent 65 hrs people standing next us asked family back original seats told equipment change apparently computer runs airline computer reassigned seats nothing human rectify situation,NEU
Bellingham to Las Vegas return. The flight was great and they provided us a free snack and drinks. Seats were comfortable crew are very friendly. Both flights were on-time. The only negative is that don't have enough check- in counters and staff at Bellingham it was a mess lining up.,,,,,,bellingham to las vegas return the flight was great and they provided us a free snack and drinks seats were comfortable crew are very friendly both flights were ontime the only negative is that dont have enough check in counters and staff at bellingham it was a mess lining up,bellingham las vegas return flight great provided us free snack drinks seats comfortable crew friendly flights ontime negative dont enough check counters staff bellingham mess lining,POS
MFR-PDX-LAS. Adequate flight to Portland with Horizon. Limited service and bumpy ride in crowded Bombardier. Great flight with Alaska in First after chaotic boarding at Portland. Pleasant cabin and comfy seat. Inflight service good drinks flowed freely though the meal wasn't to my taste.,,,,,,mfrpdxlas adequate flight to portland with horizon limited service and bumpy ride in crowded bombardier great flight with alaska in first after chaotic boarding at portland pleasant cabin and comfy seat inflight service good drinks flowed freely though the meal wasnt to my taste,mfrpdxlas adequate flight portland horizon limited service bumpy ride crowded bombardier great flight alaska first chaotic boarding portland pleasant cabin comfy seat inflight service good drinks flowed freely though meal wasnt taste,POS
Puerto Vallarta from Los Angeles. Its only a 3 hr flight. We paid full price First Class not upgrades. First Class it was not. Besides the 737-400 being old and tired my seat was broken both ways. Seat pitch is the tightest I've ever experienced it was impossible to get up with the seat in front reclined. Food was awful there were zero amenities and pre-flight beverage service was water. I had to wait behind coach passengers to use the lavatory both ways despite the announcements alerting passengers about the usage of the front lavatory. The one bright spot was the use of their Board Room Lounge at LAX. Its very nice wonderful staff and plenty of amenities. Alaska needs to upgrade their First Class or go ahead and rip out the four abreast seats up front.,,,,,,puerto vallarta from los angeles its only a 3 hr flight we paid full price first class not upgrades first class it was not besides the 737400 being old and tired my seat was broken both ways seat pitch is the tightest ive ever experienced it was impossible to get up with the seat in front reclined food was awful there were zero amenities and preflight beverage service was water i had to wait behind coach passengers to use the lavatory both ways despite the announcements alerting passengers about the usage of the front lavatory the one bright spot was the use of their board room lounge at lax its very nice wonderful staff and plenty of amenities alaska needs to upgrade their first class or go ahead and rip out the four abreast seats up front,puerto vallarta los angeles 3 hr flight paid full price first class upgrades first class besides 737400 old tired seat broken ways seat pitch tightest ive ever experienced impossible get seat front reclined food awful zero amenities preflight beverage service water wait behind coach passengers use lavatory ways despite announcements alerting passengers usage front lavatory one bright spot use board room lounge lax nice wonderful staff plenty amenities alaska needs upgrade first class go ahead rip four abreast seats front,NEG
"BLI-HNL on 737-800. ALOHA card on seat with ""Here's the Flight Plan"" on one side and ""Island Trivia"" on the other side sets the Hawaiian mood. Complimentary macadamia nuts and mai tai near arrival leaves a good impression. FA's efficient served free juices and cookie. Does not compare with international flights on Asian carriers but about as good as can be expected nowadays on a domestic flight.",,,,,,blihnl on 737800 aloha card on seat with heres the flight plan on one side and island trivia on the other side sets the hawaiian mood complimentary macadamia nuts and mai tai near arrival leaves a good impression fas efficient served free juices and cookie does not compare with international flights on asian carriers but about as good as can be expected nowadays on a domestic flight,blihnl 737800 aloha card seat heres flight plan one side island trivia side sets hawaiian mood complimentary macadamia nuts mai tai near arrival leaves good impression fas efficient served free juices cookie compare international flights asian carriers good expected nowadays domestic flight,POS
San Jose to Spokane Washington. Flight out of San Jose was delayed the agent assured me I would make my connecting flight. We landed and my connecting flight was on time I ran across the airport only to be told the plane had left already. There no apology for the delay or missed flight staff were surly at the gate. Instead of responding to my concerns with some empathy and trying to make a positive difference they went out of their way to make it worse. I've never had this kind of experience with Alaska in the past and I fly with them fairly regularly.,,,,,,san jose to spokane washington flight out of san jose was delayed the agent assured me i would make my connecting flight we landed and my connecting flight was on time i ran across the airport only to be told the plane had left already there no apology for the delay or missed flight staff were surly at the gate instead of responding to my concerns with some empathy and trying to make a positive difference they went out of their way to make it worse ive never had this kind of experience with alaska in the past and i fly with them fairly regularly,san jose spokane washington flight san jose delayed agent assured would make connecting flight landed connecting flight time ran across airport told plane left already apology delay missed flight staff surly gate instead responding concerns empathy trying make positive difference went way make worse ive never kind experience alaska past fly fairly regularly,NEG
"SEA to LAX. We were seated in first class row 1. When we tried to stow our carry on bags the crew had their stuff in our overhead. This forced us to use the overhead behind us which held those people's bags. Plus we got dirty looks from them. The same happened our return trip. We were appalled when coach customers lined up to use the 1st class restroom - why don't the attendants stop the coach from using the 1st restroom. When we pay for first class tickets we are paying for these ""Perks"" or so we thought. It is not our job to tell coach people the rules. It is Alaska Air's job to enforce them.",,,,,,sea to lax we were seated in first class row 1 when we tried to stow our carry on bags the crew had their stuff in our overhead this forced us to use the overhead behind us which held those peoples bags plus we got dirty looks from them the same happened our return trip we were appalled when coach customers lined up to use the 1st class restroom  why dont the attendants stop the coach from using the 1st restroom when we pay for first class tickets we are paying for these perks or so we thought it is not our job to tell coach people the rules it is alaska airs job to enforce them,sea lax seated first class row 1 tried stow carry bags crew stuff overhead forced us use overhead behind us held peoples bags plus got dirty looks happened return trip appalled coach customers lined use 1st class restroom dont attendants stop coach using 1st restroom pay first class tickets paying perks thought job tell coach people rules alaska airs job enforce,NEG
We flew to Maui from PDX return - flight over was great the flight back seemed to be on a different airline. The attendants were rude and had no desire to accommodate even a very simple request. Also we paid for our bags going both ways and were only supposed to pay going one way that was an extra 40 bucks. We could have just carried them on like so many others. We paid the 14 bucks for a digiplayer but the headphone quality was so bad we couldn't hear anything. We were finally watching a movie that was very old not a new release as advertised but with 15 minutes left in flight and 5 minutes of the movie they took it away. Overall the return flight was a very inattentive and miserable looking crew.,,,,,,we flew to maui from pdx return  flight over was great the flight back seemed to be on a different airline the attendants were rude and had no desire to accommodate even a very simple request also we paid for our bags going both ways and were only supposed to pay going one way that was an extra 40 bucks we could have just carried them on like so many others we paid the 14 bucks for a digiplayer but the headphone quality was so bad we couldnt hear anything we were finally watching a movie that was very old not a new release as advertised but with 15 minutes left in flight and 5 minutes of the movie they took it away overall the return flight was a very inattentive and miserable looking crew,flew maui pdx return flight great flight back seemed different airline attendants rude desire accommodate even simple request also paid bags going ways supposed pay going one way extra 40 bucks could carried like many others paid 14 bucks digiplayer headphone quality bad couldnt hear anything finally watching movie old new release advertised 15 minutes left flight 5 minutes movie took away overall return flight inattentive miserable looking crew,NEG
San Jose to Kona First Class. The seats are not First Class standard. The food was awful and the crew were rude. Also our First Class bathroom always had a line as they opened it to coach class. Something I have never seen on any other domestic airline. There are no First Class lounges in San Jose or Kona.,,,,,,san jose to kona first class the seats are not first class standard the food was awful and the crew were rude also our first class bathroom always had a line as they opened it to coach class something i have never seen on any other domestic airline there are no first class lounges in san jose or kona,san jose kona first class seats first class standard food awful crew rude also first class bathroom always line opened coach class something never seen domestic airline first class lounges san jose kona,NEG
LAX-YVR Economy. Boarding was a little chaotic and confusing as the announcements were not made clearly and sometimes hard to hear in the big departure hall at LAX. Staff seemed pretty laid back but were generally helpful. Nice to see an airline that still serves free snacks and drinks. 737-800 was in average condition with pretty basic interior decor.,,,,,,laxyvr economy boarding was a little chaotic and confusing as the announcements were not made clearly and sometimes hard to hear in the big departure hall at lax staff seemed pretty laid back but were generally helpful nice to see an airline that still serves free snacks and drinks 737800 was in average condition with pretty basic interior decor,laxyvr economy boarding little chaotic confusing announcements made clearly sometimes hard hear big departure hall lax staff seemed pretty laid back generally helpful nice see airline still serves free snacks drinks 737800 average condition pretty basic interior decor,NEU
I booked an Alaska flight for a short trip to San Jose CA from Los Angeles. I have never had an experience like the one I did on the return trip. 10 mins into the flight the cabin told us that due to a high volume of air traffic we would likely be delayed about 15-20 mins and would have to circle over LAX while waiting for a runway to open up. We end up circling over LAX for about 30 mins which wouldn't have been a big deal either except that we didn't land at LAX we landed at Long Beach about 30 mins away by car or 1hr 30mins with LA traffic). Then sat on the tarmac at Long Beach for nearly 2 hrs this is a 1 hr and 20 min flight to begin with and was given no information whatsoever about the airline's plans for us. When certain passengers were permitted to debark they were informed that they would be unable to retrieve their baggage from under the plane and would only be allowed to take their carryon out. Most of us had figured that the airline would probably shuttle us over to LAX. Word comes over the loudspeaker that we're flying back to LAX and will be there in about 1hr. I was expecting to meet an Alaska Airlines representative to explain to us that we would all get vouchers for cabs missed flights etc. no such luck. Not only did no one make an effort no one was even around. I couldn't find anyone from the airline other than the uninformed pilot and stewardesses. In the scheme of things delays like this happen and are sometimes unavoidable. What I don't get is how an airline can turn an hour and a half into 4 hrs by failing to plan ahead.,,,,,,i booked an alaska flight for a short trip to san jose ca from los angeles i have never had an experience like the one i did on the return trip 10 mins into the flight the cabin told us that due to a high volume of air traffic we would likely be delayed about 1520 mins and would have to circle over lax while waiting for a runway to open up we end up circling over lax for about 30 mins which wouldnt have been a big deal either except that we didnt land at lax we landed at long beach about 30 mins away by car or 1hr 30mins with la traffic then sat on the tarmac at long beach for nearly 2 hrs this is a 1 hr and 20 min flight to begin with and was given no information whatsoever about the airlines plans for us when certain passengers were permitted to debark they were informed that they would be unable to retrieve their baggage from under the plane and would only be allowed to take their carryon out most of us had figured that the airline would probably shuttle us over to lax word comes over the loudspeaker that were flying back to lax and will be there in about 1hr i was expecting to meet an alaska airlines representative to explain to us that we would all get vouchers for cabs missed flights etc no such luck not only did no one make an effort no one was even around i couldnt find anyone from the airline other than the uninformed pilot and stewardesses in the scheme of things delays like this happen and are sometimes unavoidable what i dont get is how an airline can turn an hour and a half into 4 hrs by failing to plan ahead,booked alaska flight short trip san jose ca los angeles never experience like one return trip 10 mins flight cabin told us due high volume air traffic would likely delayed 1520 mins would circle lax waiting runway open end circling lax 30 mins wouldnt big deal either except didnt land lax landed long beach 30 mins away car 1hr 30mins la traffic sat tarmac long beach nearly 2 hrs 1 hr 20 min flight begin given information whatsoever airlines plans us certain passengers permitted debark informed would unable retrieve baggage plane would allowed take carryon us figured airline would probably shuttle us lax word comes loudspeaker flying back lax 1hr expecting meet alaska airlines representative explain us would get vouchers cabs missed flights etc luck one make effort one even around couldnt find anyone airline uninformed pilot stewardesses scheme things delays like happen sometimes unavoidable dont get airline turn hour half 4 hrs failing plan ahead,NEU
SEA-YKM on Horizon (connecting to international flights in SEA) but I have been a customer for over 15 yrs. The interior of their planes is standard but their service is what puts them above other American carriers. Numerous times when flying out of YKM and connecting in Seattle to Continental Delta BA etc they have waived second bag fees. Ground staff gate staff and FA are all helpful and genuinely want to make your trip easier. On their longer domestic flights Alsaka still has the full service feel that was the norm in the early 90s. What really sets the apart is that twice now my flight to YKM has been cancelled or forced to return to Seattle due to freezing fog and both times I have been given a full refund without argument from the call centre staff. Highly recommended by a very loyal flyer.,,,,,,seaykm on horizon connecting to international flights in sea but i have been a customer for over 15 yrs the interior of their planes is standard but their service is what puts them above other american carriers numerous times when flying out of ykm and connecting in seattle to continental delta ba etc they have waived second bag fees ground staff gate staff and fa are all helpful and genuinely want to make your trip easier on their longer domestic flights alsaka still has the full service feel that was the norm in the early 90s what really sets the apart is that twice now my flight to ykm has been cancelled or forced to return to seattle due to freezing fog and both times i have been given a full refund without argument from the call centre staff highly recommended by a very loyal flyer,seaykm horizon connecting international flights sea customer 15 yrs interior planes standard service puts american carriers numerous times flying ykm connecting seattle continental delta ba etc waived second bag fees ground staff gate staff fa helpful genuinely want make trip easier longer domestic flights alsaka still full service feel norm early 90s really sets apart twice flight ykm cancelled forced return seattle due freezing fog times given full refund without argument call centre staff highly recommended loyal flyer,NEU
Flew first class from Seattle-Chicago this week and was shocked at the poor cabin service. Cabin crew were ambivalent and made us feel unwelcome. The lunch offering - a bowl of soup a bread roll and salad - was very meagre. A very disappointing experience.,,,,,,flew first class from seattlechicago this week and was shocked at the poor cabin service cabin crew were ambivalent and made us feel unwelcome the lunch offering  a bowl of soup a bread roll and salad  was very meagre a very disappointing experience,flew first class seattlechicago week shocked poor cabin service cabin crew ambivalent made us feel unwelcome lunch offering bowl soup bread roll salad meagre disappointing experience,NEG
In general Alaska Air has been my number one go to airline. They have been customer service oriented for as long as I can remember. The only bad experience I had was when I had MVP Gold status. I called the then Horizon MVP line and asked to have my husband seated next to me. They refused since he was not an MVP Gold. So I called the Alaska MVP Gold number and they put him next to me no questions asked. As for booking I recently booked a vacation through Alaska and had a difficult time. It would not pull in any of my account information from either my personal or EasyBiz account so I had to enter it all manually. Also unlike when you book just a flight you cannot pick your seats in their vacation page. I found both of these items to be frustrating. I doubt I will book a vacation through their site again. I will do everything separately.,,,,,,in general alaska air has been my number one go to airline they have been customer service oriented for as long as i can remember the only bad experience i had was when i had mvp gold status i called the then horizon mvp line and asked to have my husband seated next to me they refused since he was not an mvp gold so i called the alaska mvp gold number and they put him next to me no questions asked as for booking i recently booked a vacation through alaska and had a difficult time it would not pull in any of my account information from either my personal or easybiz account so i had to enter it all manually also unlike when you book just a flight you cannot pick your seats in their vacation page i found both of these items to be frustrating i doubt i will book a vacation through their site again i will do everything separately,general alaska air number one go airline customer service oriented long remember bad experience mvp gold status called horizon mvp line asked husband seated next refused since mvp gold called alaska mvp gold number put next questions asked booking recently booked vacation alaska difficult time would pull account information either personal easybiz account enter manually also unlike book flight cannot pick seats vacation page found items frustrating doubt book vacation site everything separately,NEG
I was a little surprised to read the negative reviews of Alaska. I have always flown them and almost always satisfied and comfortable. Most recently I went Juneau to Kona and back with no complaints. I have found them better than other American carriers I have flown. Also of note due to flying in bad weather in Alaska most of their planes have cutting edge navigation technology in the cockpits.,,,,,,i was a little surprised to read the negative reviews of alaska i have always flown them and almost always satisfied and comfortable most recently i went juneau to kona and back with no complaints i have found them better than other american carriers i have flown also of note due to flying in bad weather in alaska most of their planes have cutting edge navigation technology in the cockpits,little surprised read negative reviews alaska always flown almost always satisfied comfortable recently went juneau kona back complaints found better american carriers flown also note due flying bad weather alaska planes cutting edge navigation technology cockpits,NEU
"Los Angeles-Vancouver on 737-400. Attempted check-in at kiosk but unless you have a US or Canadian passport you need to check-in at the counter. Staff neither rude nor friendly just robotic. Boarding a bit chaotic as passengers push aboard to hog overhead lockers with their gigantic carry-on bags. Was greeted at the door by a flight attendant's back. I said ""hello"" but no response. Proceeded through first class and waited patiently while passengers blocked the aisle stowing their carry-ons. I was happy to wait however a flight attendant shoves her hand in my face and shouts ""wait right there!"" I wasn't even moving! Walked past the first two rows of economy and noticed that they were smashed to pieces with a sign hanging that said ""do not use"". Not a good look. Airplane was totally full and the interior was showing it's age. Drinks and food for purchase served by frowning unenthusiastic cabin crew. Flight arrived on time baggage delivery fast. In the end they get you where you're going but like most North American based carriers staff are rude and unfriendly.",,,,,,los angelesvancouver on 737400 attempted checkin at kiosk but unless you have a us or canadian passport you need to checkin at the counter staff neither rude nor friendly just robotic boarding a bit chaotic as passengers push aboard to hog overhead lockers with their gigantic carryon bags was greeted at the door by a flight attendants back i said hello but no response proceeded through first class and waited patiently while passengers blocked the aisle stowing their carryons i was happy to wait however a flight attendant shoves her hand in my face and shouts wait right there i wasnt even moving walked past the first two rows of economy and noticed that they were smashed to pieces with a sign hanging that said do not use not a good look airplane was totally full and the interior was showing its age drinks and food for purchase served by frowning unenthusiastic cabin crew flight arrived on time baggage delivery fast in the end they get you where youre going but like most north american based carriers staff are rude and unfriendly,los angelesvancouver 737400 attempted checkin kiosk unless us canadian passport need checkin counter staff neither rude friendly robotic boarding bit chaotic passengers push aboard hog overhead lockers gigantic carryon bags greeted door flight attendants back said hello response proceeded first class waited patiently passengers blocked aisle stowing carryons happy wait however flight attendant shoves hand face shouts wait right wasnt even moving walked past first two rows economy noticed smashed pieces sign hanging said use good look airplane totally full interior showing age drinks food purchase served frowning unenthusiastic cabin crew flight arrived time baggage delivery fast end get youre going like north american based carriers staff rude unfriendly,NEU
We paid to fly First Class from Portland to Hawaii. Seats aren't much better than coach little leg room and hard seats. Inattentive flight attendants. No welcome drink prior to take off and the cabin was served drinks before we got ours. We used the call button and were told our FA was busy preparing our breakfast. Breakfast was fine. Digiplayer didn't have much of interest to offer. FA's disappeared after breakfast and were gabbing away. We rang again for another drink after about an hour and were ignored. Rang again and were berated for abusing the call button. Will never fly Alaska first class again stick with Hawaiian.,,,,,,we paid to fly first class from portland to hawaii seats arent much better than coach little leg room and hard seats inattentive flight attendants no welcome drink prior to take off and the cabin was served drinks before we got ours we used the call button and were told our fa was busy preparing our breakfast breakfast was fine digiplayer didnt have much of interest to offer fas disappeared after breakfast and were gabbing away we rang again for another drink after about an hour and were ignored rang again and were berated for abusing the call button will never fly alaska first class again stick with hawaiian,paid fly first class portland hawaii seats arent much better coach little leg room hard seats inattentive flight attendants welcome drink prior take cabin served drinks got used call button told fa busy preparing breakfast breakfast fine digiplayer didnt much interest offer fas disappeared breakfast gabbing away rang another drink hour ignored rang berated abusing call button never fly alaska first class stick hawaiian,NEG
"SEA-LIH-SEA. Flight out was OK. We were allowed to sit in our assigned seats. Hard to sleep because of numerous really loud announcements about buying food joining the frequent flier club signing up for a credit card renting a video player etc. Flight back was bad. When we checked in online the day before our return flight we discovered that Alaska had changed our seats from our nice aisle seats to poor ones. When we called we were told that it was too late to do anything; we should take care of it at the airport. That we had written confirmations of our seats which we had repeatedly reconfirmed meant nothing. At the airport check-in line we were told we had to go to the gate. At the gate we were told it was too late to do anything. The gate agent was apologetic but said ""it happens all the time."" Everyone we talked to basically said ""I don't know why this happened. We are very customer oriented. I can't help you."" Flight back was notable for the sleep robbing announcements to sell the same stuff. Does an airline have to wake everyone up to find out how many are flying on miles so they can sell more credit cards? Couldn't sleep much anyway; seat didn't recline.",,,,,,sealihsea flight out was ok we were allowed to sit in our assigned seats hard to sleep because of numerous really loud announcements about buying food joining the frequent flier club signing up for a credit card renting a video player etc flight back was bad when we checked in online the day before our return flight we discovered that alaska had changed our seats from our nice aisle seats to poor ones when we called we were told that it was too late to do anything we should take care of it at the airport that we had written confirmations of our seats which we had repeatedly reconfirmed meant nothing at the airport checkin line we were told we had to go to the gate at the gate we were told it was too late to do anything the gate agent was apologetic but said it happens all the time everyone we talked to basically said i dont know why this happened we are very customer oriented i cant help you flight back was notable for the sleep robbing announcements to sell the same stuff does an airline have to wake everyone up to find out how many are flying on miles so they can sell more credit cards couldnt sleep much anyway seat didnt recline,sealihsea flight ok allowed sit assigned seats hard sleep numerous really loud announcements buying food joining frequent flier club signing credit card renting video player etc flight back bad checked online day return flight discovered alaska changed seats nice aisle seats poor ones called told late anything take care airport written confirmations seats repeatedly reconfirmed meant nothing airport checkin line told go gate gate told late anything gate agent apologetic said happens time everyone talked basically said dont know happened customer oriented cant help flight back notable sleep robbing announcements sell stuff airline wake everyone find many flying miles sell credit cards couldnt sleep much anyway seat didnt recline,NEU
First class Seat 4D on Seattle/Chicago run was horrible coming and going. Like sitting on a concrete bench. Not acceptable for First or Business Class. Also what's with the Board Room restrictions? I suffered a 6-hour delay at O'Hare but American (partner in the lounge) would not let me use the lounge without a Board Room card. With a delay of any length they should give complimentary day passes to premium customers. On the plus side Alaska cabin crews are the nicest in the business and food is really good.,,,,,,first class seat 4d on seattlechicago run was horrible coming and going like sitting on a concrete bench not acceptable for first or business class also whats with the board room restrictions i suffered a 6hour delay at ohare but american partner in the lounge would not let me use the lounge without a board room card with a delay of any length they should give complimentary day passes to premium customers on the plus side alaska cabin crews are the nicest in the business and food is really good,first class seat 4d seattlechicago run horrible coming going like sitting concrete bench acceptable first business class also whats board room restrictions suffered 6hour delay ohare american partner lounge would let use lounge without board room card delay length give complimentary day passes premium customers plus side alaska cabin crews nicest business food really good,NEG
BZN-SIT-BZN. Thanks to having a friend who works for the airline we were able to fly standby over an extended Easter weekend. We got everything we should have had we been paying the regular fare - planes were on time crews were friendly enough baggage was unloaded promptly the snacks were unappetizing the cabins were clean and seating was comfortable enough. We appreciated the efforts of the gate staff in Seattle to keep us informed of seating status on a full flight to Sitka (we were the last ones on the plane). The only complaint I have is a mild one and while not the airline's fault I mention it in hopes that maybe the airline will lobby a bit harder - the waiting area at the Sitka airport past security is cramped and without restrooms or any other amenities and the only food outlet at the airport was closed for the holiday.,,,,,,bznsitbzn thanks to having a friend who works for the airline we were able to fly standby over an extended easter weekend we got everything we should have had we been paying the regular fare  planes were on time crews were friendly enough baggage was unloaded promptly the snacks were unappetizing the cabins were clean and seating was comfortable enough we appreciated the efforts of the gate staff in seattle to keep us informed of seating status on a full flight to sitka we were the last ones on the plane the only complaint i have is a mild one and while not the airlines fault i mention it in hopes that maybe the airline will lobby a bit harder  the waiting area at the sitka airport past security is cramped and without restrooms or any other amenities and the only food outlet at the airport was closed for the holiday,bznsitbzn thanks friend works airline able fly standby extended easter weekend got everything paying regular fare planes time crews friendly enough baggage unloaded promptly snacks unappetizing cabins clean seating comfortable enough appreciated efforts gate staff seattle keep us informed seating status full flight sitka last ones plane complaint mild one airlines fault mention hopes maybe airline lobby bit harder waiting area sitka airport past security cramped without restrooms amenities food outlet airport closed holiday,POS
