Reviews,Type Of Traveller,Seat Type,Route,Date Flown,Recommended,clean_reviews,clean_reviews2,sentiment
"Great customer service! After being messed around by United once again where they left me stranded in St Louis I booked a flight at the airport to Philly (though I really wanted to go to Newark where United was supposed to take me). As I went to the gate for my flight leaving 45 minutes after I booked it I saw the flight to Newark that was supposed to depart 10 minutes before I arrived at the airport had been delayed and was now leaving in 5 minutes. Went to gate agent explained I was screwed by United and really wanted to go to Newark he said ""No problem"" switched me to the Newark flight and handed me the ticket. When I asked how much he said ""No charge have a nice flight"".",,,,,,great customer service after being messed around by united once again where they left me stranded in st louis i booked a flight at the airport to philly though i really wanted to go to newark where united was supposed to take me as i went to the gate for my flight leaving 45 minutes after i booked it i saw the flight to newark that was supposed to depart 10 minutes before i arrived at the airport had been delayed and was now leaving in 5 minutes went to gate agent explained i was screwed by united and really wanted to go to newark he said no problem switched me to the newark flight and handed me the ticket when i asked how much he said no charge have a nice flight,great customer service messed around united left stranded st louis booked flight airport philly though really wanted go newark united supposed take went gate flight leaving 45 minutes booked saw flight newark supposed depart 10 minutes arrived airport delayed leaving 5 minutes went gate agent explained screwed united really wanted go newark said problem switched newark flight handed ticket asked much said charge nice flight,NEG
Delayed 4 hours each way from Philadelphia to California. No explanation whatsoever. They put me on a different flight and my luggage on the original flight and then lost my luggage! I would rather walk than take Southwest.,,,,,,delayed 4 hours each way from philadelphia to california no explanation whatsoever they put me on a different flight and my luggage on the original flight and then lost my luggage i would rather walk than take southwest,delayed 4 hours way philadelphia california explanation whatsoever put different flight luggage original flight lost luggage would rather walk take southwest,NEG
I fly with Southwest Airlines frequently. In fact I hardly ever fly with any other US carrier. This does not mean that I love the airline merely that by US standards it is not bad. Some flights go well and the crew are a lot of fun. This was especially the case on both flights I took on 28 October from San Francisco to Phoenix and from Phoenix to Minneapolis. The crew were friendly told jokes and made me feel almost refreshed despite having a long Osaka-Hong Kong-San Francisco flight the day before. At times the flights either leave much to be desired or can be almost horrific as was the case on both flights I took with them on the 7th of October -- Minneapolis to Phoenix Phoenix to San Francisco. Surly crews with terrible service. Those two flights drained me more than the flight to Hong Kong despite having less than half the travelling time combined. Most flights are fairly pleasant if unremarkable. Despite the hits and misses I will likely continue flying with Southwest Airlines because they do not charge as many fees and generally speaking do their job with greater efficiency than any other domestic US carrier.,,,,,,i fly with southwest airlines frequently in fact i hardly ever fly with any other us carrier this does not mean that i love the airline merely that by us standards it is not bad some flights go well and the crew are a lot of fun this was especially the case on both flights i took on 28 october from san francisco to phoenix and from phoenix to minneapolis the crew were friendly told jokes and made me feel almost refreshed despite having a long osakahong kongsan francisco flight the day before at times the flights either leave much to be desired or can be almost horrific as was the case on both flights i took with them on the 7th of october  minneapolis to phoenix phoenix to san francisco surly crews with terrible service those two flights drained me more than the flight to hong kong despite having less than half the travelling time combined most flights are fairly pleasant if unremarkable despite the hits and misses i will likely continue flying with southwest airlines because they do not charge as many fees and generally speaking do their job with greater efficiency than any other domestic us carrier,fly southwest airlines frequently fact hardly ever fly us carrier mean love airline merely us standards bad flights go well crew lot fun especially case flights took 28 october san francisco phoenix phoenix minneapolis crew friendly told jokes made feel almost refreshed despite long osakahong kongsan francisco flight day times flights either leave much desired almost horrific case flights took 7th october minneapolis phoenix phoenix san francisco surly crews terrible service two flights drained flight hong kong despite less half travelling time combined flights fairly pleasant unremarkable despite hits misses likely continue flying southwest airlines charge many fees generally speaking job greater efficiency domestic us carrier,NEU
Flight 3246 from Chicago Midway to Columbus Ohio on 11/4/13. They used to be the cheapest: no longer. They used to have the best service: now they are going to start charging for bags. They used to be on time: I'm sitting 3 hours late in an airport for the 6th time in 4 months!,,,,,,flight 3246 from chicago midway to columbus ohio on 11413 they used to be the cheapest no longer they used to have the best service now they are going to start charging for bags they used to be on time im sitting 3 hours late in an airport for the 6th time in 4 months,flight 3246 chicago midway columbus ohio 11413 used cheapest longer used best service going start charging bags used time im sitting 3 hours late airport 6th time 4 months,NEU
I flew 10/24 flt 440 FLL to PVD. We actually arrived early! Everyone from baggage check to flight attendants to flight crew were extremely nice. Same way on the trip home on 10/28 flight 3761. Both planes were full but it was organized and ran smoothly. Excellent value (free baggage etc). I would take Southwest again just based on the employee attitudes.,,,,,,i flew 1024 flt 440 fll to pvd we actually arrived early everyone from baggage check to flight attendants to flight crew were extremely nice same way on the trip home on 1028 flight 3761 both planes were full but it was organized and ran smoothly excellent value free baggage etc i would take southwest again just based on the employee attitudes,flew 1024 flt 440 fll pvd actually arrived early everyone baggage check flight attendants flight crew extremely nice way trip home 1028 flight 3761 planes full organized ran smoothly excellent value free baggage etc would take southwest based employee attitudes,POS
I am so disappointed. I used to rave about Southwest but things have taken a turn for the worse! First flight out at 7am and the plane had 'mechanical issues' so we were delayed. We missed our connecting flight. As we were deplaning the flight staff informed us that they held the Southwest connection for those 31 passengers going to Las Vegas however since there were only 19 of us headed to LAX we had to be rebooked. They proceeded to take us to Fort Lauderdale with an ensuing 7 hour layover and then a delay on the tarmac for another hour! I think the worst part was not once did any Southwest employee acknowledge our inconvenience.,,,,,,i am so disappointed i used to rave about southwest but things have taken a turn for the worse first flight out at 7am and the plane had mechanical issues so we were delayed we missed our connecting flight as we were deplaning the flight staff informed us that they held the southwest connection for those 31 passengers going to las vegas however since there were only 19 of us headed to lax we had to be rebooked they proceeded to take us to fort lauderdale with an ensuing 7 hour layover and then a delay on the tarmac for another hour i think the worst part was not once did any southwest employee acknowledge our inconvenience,disappointed used rave southwest things taken turn worse first flight 7am plane mechanical issues delayed missed connecting flight deplaning flight staff informed us held southwest connection 31 passengers going las vegas however since 19 us headed lax rebooked proceeded take us fort lauderdale ensuing 7 hour layover delay tarmac another hour think worst part southwest employee acknowledge inconvenience,NEG
Took flight 2009 from Las Vegas 10/33/2013. Told flight was delayed 30 minutes ended up being over an hour and a half. We were waiting on luggage to arrive from another flight. There were approx. 15-20 people trying to make connections in Austin and they were holding the plane for luggage. Usually great flights not this one. Will have to think twice before flying SW again.,,,,,,took flight 2009 from las vegas 10332013 told flight was delayed 30 minutes ended up being over an hour and a half we were waiting on luggage to arrive from another flight there were approx 1520 people trying to make connections in austin and they were holding the plane for luggage usually great flights not this one will have to think twice before flying sw again,took flight 2009 las vegas 10332013 told flight delayed 30 minutes ended hour half waiting luggage arrive another flight approx 1520 people trying make connections austin holding plane luggage usually great flights one think twice flying sw,NEU
My husband for the first time booked three flights with Southwest. We flew from Orlando to New Orleans from New Orleans to Dallas then from Dallas back to Orlando. We were very pleased with the service and we agreed that every seat on a Southwest flight IS compatible to flying first class with any other carrier. They all should take note IJS. You must remember to print your boarding pass 24 hours prior to your flight departure this will determine your boarding zone. The check in was so smooth! No need to fly with any other carrier.,,,,,,my husband for the first time booked three flights with southwest we flew from orlando to new orleans from new orleans to dallas then from dallas back to orlando we were very pleased with the service and we agreed that every seat on a southwest flight is compatible to flying first class with any other carrier they all should take note ijs you must remember to print your boarding pass 24 hours prior to your flight departure this will determine your boarding zone the check in was so smooth no need to fly with any other carrier,husband first time booked three flights southwest flew orlando new orleans new orleans dallas dallas back orlando pleased service agreed every seat southwest flight compatible flying first class carrier take note ijs must remember print boarding pass 24 hours prior flight departure determine boarding zone check smooth need fly carrier,NEU
Yesterday 10/6/2013 my husband and I traveled on flight #320 from Phoenix to SF and although the trip was smooth and uneventful we were disappointed that throughout the entire flight (except the last few minutes for landing) the lights in the cabin were dimmed a bit but were never turned completely off. I can only speak for the two of us but I found it very annoying and not relaxing at all. It turned our two hour flight (that I was looking forward to closing my eyes and relaxing) to one in which I was looking at my watch frequently anxious for the flight to end. Disappointing for sure!,,,,,,yesterday 1062013 my husband and i traveled on flight 320 from phoenix to sf and although the trip was smooth and uneventful we were disappointed that throughout the entire flight except the last few minutes for landing the lights in the cabin were dimmed a bit but were never turned completely off i can only speak for the two of us but i found it very annoying and not relaxing at all it turned our two hour flight that i was looking forward to closing my eyes and relaxing to one in which i was looking at my watch frequently anxious for the flight to end disappointing for sure,yesterday 1062013 husband traveled flight 320 phoenix sf although trip smooth uneventful disappointed throughout entire flight except last minutes landing lights cabin dimmed bit never turned completely speak two us found annoying relaxing turned two hour flight looking forward closing eyes relaxing one looking watch frequently anxious flight end disappointing sure,NEG
I flew Southwest today for the first time. Flight 905 LGA to Chicago Midway. Easy check in online pre-queue at the airport. Seats are comfortable with decent legroom clean and new aircraft professional cabin crew. Left 5 min late due ramp congestion but arrived in Midway 20 min earlier. Will fly with them again and certainly would recommend.,,,,,,i flew southwest today for the first time flight 905 lga to chicago midway easy check in online prequeue at the airport seats are comfortable with decent legroom clean and new aircraft professional cabin crew left 5 min late due ramp congestion but arrived in midway 20 min earlier will fly with them again and certainly would recommend,flew southwest today first time flight 905 lga chicago midway easy check online prequeue airport seats comfortable decent legroom clean new aircraft professional cabin crew left 5 min late due ramp congestion arrived midway 20 min earlier fly certainly would recommend,POS
Birmingham AL to Orlando FL on Oct. 2 2013. Flight number 243. Southwest has fallen into the cattle service crowd. Not only nothing special here their cute casual personality now falls short and is boring. Non service oriented on the plane and even worse in re-shuffling flight schedules for maximum load making paying customers wait in airports because their original flight get canceled. A value no longer all the best I'm flying with someone who cares about my loyalty.,,,,,,birmingham al to orlando fl on oct 2 2013 flight number 243 southwest has fallen into the cattle service crowd not only nothing special here their cute casual personality now falls short and is boring non service oriented on the plane and even worse in reshuffling flight schedules for maximum load making paying customers wait in airports because their original flight get canceled a value no longer all the best im flying with someone who cares about my loyalty,birmingham al orlando fl oct 2 2013 flight number 243 southwest fallen cattle service crowd nothing special cute casual personality falls short boring non service oriented plane even worse reshuffling flight schedules maximum load making paying customers wait airports original flight get canceled value longer best im flying someone cares loyalty,NEG
Three recent trips on Southwest (AUS-DEN DEN-SMF SFO-PHX). All three were delayed with times ranging from an acceptable 20 mins to a nail biting 75 mins delay which meant we almost missed our connecting flight. Gate agents were all friendly and kept us informed. On board was a different matter with rarely a smile from the flight attendants. Southwest used to be so different from the competition but I don't think this is the case anymore. Free checked bags is certainly an advantage though.,,,,,,three recent trips on southwest ausden densmf sfophx all three were delayed with times ranging from an acceptable 20 mins to a nail biting 75 mins delay which meant we almost missed our connecting flight gate agents were all friendly and kept us informed on board was a different matter with rarely a smile from the flight attendants southwest used to be so different from the competition but i dont think this is the case anymore free checked bags is certainly an advantage though,three recent trips southwest ausden densmf sfophx three delayed times ranging acceptable 20 mins nail biting 75 mins delay meant almost missed connecting flight gate agents friendly kept us informed board different matter rarely smile flight attendants southwest used different competition dont think case anymore free checked bags certainly advantage though,NEG
This was our first time with Southwest round-trip from DEN-LAX both flights left and arrived on time. There were no problems or delays with boarding. Check-in and baggage check-in very efficient. This was wonderful considering that we have often flown United USAir American Delta and not once did the plane leave on time and had problems with loading. The crew were polite and courteous unlike those other US airlines we have flown.,,,,,,this was our first time with southwest roundtrip from denlax both flights left and arrived on time there were no problems or delays with boarding checkin and baggage checkin very efficient this was wonderful considering that we have often flown united usair american delta and not once did the plane leave on time and had problems with loading the crew were polite and courteous unlike those other us airlines we have flown,first time southwest roundtrip denlax flights left arrived time problems delays boarding checkin baggage checkin efficient wonderful considering often flown united usair american delta plane leave time problems loading crew polite courteous unlike us airlines flown,NEU
SFO-LAS. First time flying Southwest! The crew were hilarious. Great quick flight - left and arrived on time boarding was quick and efficient and the baggage arrived quickly. Loved this airline and would happily fly them as my carrier of choice for my next trip to America.,,,,,,sfolas first time flying southwest the crew were hilarious great quick flight  left and arrived on time boarding was quick and efficient and the baggage arrived quickly loved this airline and would happily fly them as my carrier of choice for my next trip to america,sfolas first time flying southwest crew hilarious great quick flight left arrived time boarding quick efficient baggage arrived quickly loved airline would happily fly carrier choice next trip america,POS
I recently flew to New York City and my airport was LaGuardia. The flight to New York was fine and went without a problem. However my return flight home where I was on a time crunch was quite different. I recognize that the delay in getting home was due to lighting strikes in the area not an organizational management issue of SW and for safety considerations all flights in and out of LaGuardia were delayed. The terminal at LaGuardia is far too small to accommodate the business for Southwest especially when an unforeseen event occurs as in this case. SW had one Customer Care representative trying to handle a large number of passengers. Finally another representative showed up. Then appeared a supervisor who decided to make an issue with his subordinate about how long his break was to be I have never witnessed such unprofessional behavior at an airline counter as this. It was unbearable in that worn out terminal - nowhere to sit people sitting on the floor in walkways and exit ways. I stood in- line again just to be given misinformation from that same supervisor/manager that there would no problem. After 5.5 hours in that crowed musty terminal I went out of security back down to the check-in counter where I found a representative who was helpful. I don't think I will take SW to New York especially via LaGuardia ever again.,,,,,,i recently flew to new york city and my airport was laguardia the flight to new york was fine and went without a problem however my return flight home where i was on a time crunch was quite different i recognize that the delay in getting home was due to lighting strikes in the area not an organizational management issue of sw and for safety considerations all flights in and out of laguardia were delayed the terminal at laguardia is far too small to accommodate the business for southwest especially when an unforeseen event occurs as in this case sw had one customer care representative trying to handle a large number of passengers finally another representative showed up then appeared a supervisor who decided to make an issue with his subordinate about how long his break was to be i have never witnessed such unprofessional behavior at an airline counter as this it was unbearable in that worn out terminal  nowhere to sit people sitting on the floor in walkways and exit ways i stood in line again just to be given misinformation from that same supervisormanager that there would no problem after 55 hours in that crowed musty terminal i went out of security back down to the checkin counter where i found a representative who was helpful i dont think i will take sw to new york especially via laguardia ever again,recently flew new york city airport laguardia flight new york fine went without problem however return flight home time crunch quite different recognize delay getting home due lighting strikes area organizational management issue sw safety considerations flights laguardia delayed terminal laguardia far small accommodate business southwest especially unforeseen event occurs case sw one customer care representative trying handle large number passengers finally another representative showed appeared supervisor decided make issue subordinate long break never witnessed unprofessional behavior airline counter unbearable worn terminal nowhere sit people sitting floor walkways exit ways stood line given misinformation supervisormanager would problem 55 hours crowed musty terminal went security back checkin counter found representative helpful dont think take sw new york especially via laguardia ever,NEU
From Vegas back to San Francisco. In Group B I was one of the first people to board the plane. When I heard my group being called I stood in line in the right number section that was written on my boarding pass. Following the people in line in front of me I presented my boarding pass to the attendant and she responded in such a rude way I never want to fly Southwest again. As I presented my boarding pass without eye contact she handed it back to me. Instead of placing it back in my hand she practically tossed it to me landing on the ground. She instead grumbled this isn't your group. Please wait to board when I call your group. Confused I replied is this group B?” She stared at the pass for a while and responded “Oh I thought I called the wrong group!” And finally let me board. This frustrated me as the attendant didn't make eye contact with me the whole time we were talking. The captain and crew members were unprofessional and laughed many times over the main speaker when making announcements. My flight was on Sunday around 10.30am departing from Vegas. Not such a great way to end my vacation.,,,,,,from vegas back to san francisco in group b i was one of the first people to board the plane when i heard my group being called i stood in line in the right number section that was written on my boarding pass following the people in line in front of me i presented my boarding pass to the attendant and she responded in such a rude way i never want to fly southwest again as i presented my boarding pass without eye contact she handed it back to me instead of placing it back in my hand she practically tossed it to me landing on the ground she instead grumbled this isnt your group please wait to board when i call your group confused i replied is this group b she stared at the pass for a while and responded oh i thought i called the wrong group and finally let me board this frustrated me as the attendant didnt make eye contact with me the whole time we were talking the captain and crew members were unprofessional and laughed many times over the main speaker when making announcements my flight was on sunday around 1030am departing from vegas not such a great way to end my vacation,vegas back san francisco group b one first people board plane heard group called stood line right number section written boarding pass following people line front presented boarding pass attendant responded rude way never want fly southwest presented boarding pass without eye contact handed back instead placing back hand practically tossed landing ground instead grumbled isnt group please wait board call group confused replied group b stared pass responded oh thought called wrong group finally let board frustrated attendant didnt make eye contact whole time talking captain crew members unprofessional laughed many times main speaker making announcements flight sunday around 1030am departing vegas great way end vacation,NEG
I'm Executive Platinum with AA and as we live in Austin AA is usually our carrier of choice. Recent trip to LAS we booked Southwest for the non-stops on this round trip. Never been on Southwest before and I was sure they were not going to match AA. Paid for Early Boarding and received low A group boarding on both flights. Their airport kiosks for bag drop is very user friendly and both flights were the fastest check in I've experienced. I don't mind paying baggage fees when I have to but the 2 bags free policy was a nice change. Boarding was organized and everyone paid close attention as where to stand in line. The planes are very clean and the seats for coach are great. Standard legroom and the open seating was fine for this trip. Very fast boarding they may be on to something here. Fast on board service without carts in the aisle. Overall a very nice trip and would easily use Southwest again for certain trips out of Austin. They do serve a niche.,,,,,,im executive platinum with aa and as we live in austin aa is usually our carrier of choice recent trip to las we booked southwest for the nonstops on this round trip never been on southwest before and i was sure they were not going to match aa paid for early boarding and received low a group boarding on both flights their airport kiosks for bag drop is very user friendly and both flights were the fastest check in ive experienced i dont mind paying baggage fees when i have to but the 2 bags free policy was a nice change boarding was organized and everyone paid close attention as where to stand in line the planes are very clean and the seats for coach are great standard legroom and the open seating was fine for this trip very fast boarding they may be on to something here fast on board service without carts in the aisle overall a very nice trip and would easily use southwest again for certain trips out of austin they do serve a niche,im executive platinum aa live austin aa usually carrier choice recent trip las booked southwest nonstops round trip never southwest sure going match aa paid early boarding received low group boarding flights airport kiosks bag drop user friendly flights fastest check ive experienced dont mind paying baggage fees 2 bags free policy nice change boarding organized everyone paid close attention stand line planes clean seats coach great standard legroom open seating fine trip fast boarding may something fast board service without carts aisle overall nice trip would easily use southwest certain trips austin serve niche,POS
"Had the displeasure of flying Flight 2878 (9/2/2013) last night from Dallas to St. Louis. Flight was supposed to depart at 7.05pm but we were in the plane on the ground at 7.25pm when I got a voice mail message from Southwest Airlines to tell me that the flight would leave at 7.25pm. Flight taxied out at 7.35pm and got in position to take off when the flight crew declared a ""Medical Emergency"" and returned to the terminal where we sat until 8.05pm. Finally took off and landed in St. Louis at 9.30pm - 50 minutes late. Sunday night flights to St. Louis are repeatedly late.",,,,,,had the displeasure of flying flight 2878 922013 last night from dallas to st louis flight was supposed to depart at 705pm but we were in the plane on the ground at 725pm when i got a voice mail message from southwest airlines to tell me that the flight would leave at 725pm flight taxied out at 735pm and got in position to take off when the flight crew declared a medical emergency and returned to the terminal where we sat until 805pm finally took off and landed in st louis at 930pm  50 minutes late sunday night flights to st louis are repeatedly late,displeasure flying flight 2878 922013 last night dallas st louis flight supposed depart 705pm plane ground 725pm got voice mail message southwest airlines tell flight would leave 725pm flight taxied 735pm got position take flight crew declared medical emergency returned terminal sat 805pm finally took landed st louis 930pm 50 minutes late sunday night flights st louis repeatedly late,NEG
Our first and last time using Southwest. We flew from New York (LGA) to Chicago (MDW) over the Labor Day weekend. Outbound trip was ok but the return was chaotic. Our return flight was scheduled for an 8pm departure but was delayed to 11pm due to some weather issues which we can understand. However they kept changing the departure status from 11pm to 10.30pm to 9.10pm and then to 9.45pm. When they changed it to 9.10pm this was when we had to scramble to the airport. We managed to make it to Midway but we were scattered on the plane even when we had Boarding group A. Either way it is best to avoid Southwest Airlines at all costs.,,,,,,our first and last time using southwest we flew from new york lga to chicago mdw over the labor day weekend outbound trip was ok but the return was chaotic our return flight was scheduled for an 8pm departure but was delayed to 11pm due to some weather issues which we can understand however they kept changing the departure status from 11pm to 1030pm to 910pm and then to 945pm when they changed it to 910pm this was when we had to scramble to the airport we managed to make it to midway but we were scattered on the plane even when we had boarding group a either way it is best to avoid southwest airlines at all costs,first last time using southwest flew new york lga chicago mdw labor day weekend outbound trip ok return chaotic return flight scheduled 8pm departure delayed 11pm due weather issues understand however kept changing departure status 11pm 1030pm 910pm 945pm changed 910pm scramble airport managed make midway scattered plane even boarding group either way best avoid southwest airlines costs,NEU
Horrible experience coming home from Disneyworld in Orlando on Saturday August 31. The Southwest flight from Orlando to Chicago missed the connecting flight to Philadelphia by about 10 minutes. We were put on standby for the next flight to Philadelphia 4 hours later but they did not have 4 tickets for my family for that flight (but they sent our checked-in luggage back to Philadelphia on that flight). We were then told at the MDW Southwest desk that there was no flight to Philadelphia for another 3 days but that Southwest was not offering us any overnight lodging or meal vouchers. We were incredulous. At least a dozen other Philadelphians were stranded. We finally took city transit to Union Station and grabbed an Amtrak to NYC then were back home in Philadelphia Sunday night.,,,,,,horrible experience coming home from disneyworld in orlando on saturday august 31 the southwest flight from orlando to chicago missed the connecting flight to philadelphia by about 10 minutes we were put on standby for the next flight to philadelphia 4 hours later but they did not have 4 tickets for my family for that flight but they sent our checkedin luggage back to philadelphia on that flight we were then told at the mdw southwest desk that there was no flight to philadelphia for another 3 days but that southwest was not offering us any overnight lodging or meal vouchers we were incredulous at least a dozen other philadelphians were stranded we finally took city transit to union station and grabbed an amtrak to nyc then were back home in philadelphia sunday night,horrible experience coming home disneyworld orlando saturday august 31 southwest flight orlando chicago missed connecting flight philadelphia 10 minutes put standby next flight philadelphia 4 hours later 4 tickets family flight sent checkedin luggage back philadelphia flight told mdw southwest desk flight philadelphia another 3 days southwest offering us overnight lodging meal vouchers incredulous least dozen philadelphians stranded finally took city transit union station grabbed amtrak nyc back home philadelphia sunday night,NEG
Another pleasant set of flights on Southwest. BUF-LAS 737-700 LAS-BUF 737-800 (Sky interior with larger overhead bins). Got the seats with double leg room on both flights even with an A30/A37 boarding number. Glad I paid for Early-bird check-in. ($12.50 US each way). Bag drop a bit slow in BUF - can't understand why they don't have a dedicated bag drop line. All flights on time. Drink/snack service on all legs with an additional water service on the longer legs. Luggage delivered quickly at LAS and BUF. Already planning my next trip on Southwest.,,,,,,another pleasant set of flights on southwest buflas 737700 lasbuf 737800 sky interior with larger overhead bins got the seats with double leg room on both flights even with an a30a37 boarding number glad i paid for earlybird checkin 1250 us each way bag drop a bit slow in buf  cant understand why they dont have a dedicated bag drop line all flights on time drinksnack service on all legs with an additional water service on the longer legs luggage delivered quickly at las and buf already planning my next trip on southwest,another pleasant set flights southwest buflas 737700 lasbuf 737800 sky interior larger overhead bins got seats double leg room flights even a30a37 boarding number glad paid earlybird checkin 1250 us way bag drop bit slow buf cant understand dont dedicated bag drop line flights time drinksnack service legs additional water service longer legs luggage delivered quickly las buf already planning next trip southwest,POS
I have traveled Southwest for years. Always good service and friendly flight attendants. Recently I flew from Omaha to Las Vegas. I arrived at McCarran Airport at approximately 12.10pm. I had to get to my shuttle location by 12.30pm otherwise I would have to wait until 2pm to catch the next shuttle. I didn't think that there was anyway I could catch the 12.30pm shuttle because of the time to get the baggage off the plane. To my complete amazement the luggage arrived very quickly and I was able to get to the shuttle that left at 12.30pm.,,,,,,i have traveled southwest for years always good service and friendly flight attendants recently i flew from omaha to las vegas i arrived at mccarran airport at approximately 1210pm i had to get to my shuttle location by 1230pm otherwise i would have to wait until 2pm to catch the next shuttle i didnt think that there was anyway i could catch the 1230pm shuttle because of the time to get the baggage off the plane to my complete amazement the luggage arrived very quickly and i was able to get to the shuttle that left at 1230pm,traveled southwest years always good service friendly flight attendants recently flew omaha las vegas arrived mccarran airport approximately 1210pm get shuttle location 1230pm otherwise would wait 2pm catch next shuttle didnt think anyway could catch 1230pm shuttle time get baggage plane complete amazement luggage arrived quickly able get shuttle left 1230pm,POS
I've flown 12 separate flights on Southwest over the last 5 months and I have always found the flights to be pleasant. The line-up seating encourages passengers to interact and the crew have always been friendly and helpful. The on-board wi-fi for $8/day was well worth the expense and can be off-set by the fact that there is no charge for up to two 50 lb bags! Granted there is no 5-star service but Southwest provides an enjoyable experience for a great price.,,,,,,ive flown 12 separate flights on southwest over the last 5 months and i have always found the flights to be pleasant the lineup seating encourages passengers to interact and the crew have always been friendly and helpful the onboard wifi for 8day was well worth the expense and can be offset by the fact that there is no charge for up to two 50 lb bags granted there is no 5star service but southwest provides an enjoyable experience for a great price,ive flown 12 separate flights southwest last 5 months always found flights pleasant lineup seating encourages passengers interact crew always friendly helpful onboard wifi 8day well worth expense offset fact charge two 50 lb bags granted 5star service southwest provides enjoyable experience great price,POS
Definitely not for families as you will have to be seated separately throughout the plane. The initial airfare is low until you pay the extra fees for earlier check-in times so you get a chance to sit together. I checked in 2 hours early sat in the back seat where the cabin narrows very uncomfortable and my family was spread throughout the plane. To my surprise flight attendants got up after sitting in passenger allocated seating after everyone had boarded and joked about empty seats! This airline is a nightmare! However if you are traveling alone and can check in at least a week early and are comfortable with pushing shoving and being rude then maybe this airline is for you.,,,,,,definitely not for families as you will have to be seated separately throughout the plane the initial airfare is low until you pay the extra fees for earlier checkin times so you get a chance to sit together i checked in 2 hours early sat in the back seat where the cabin narrows very uncomfortable and my family was spread throughout the plane to my surprise flight attendants got up after sitting in passenger allocated seating after everyone had boarded and joked about empty seats this airline is a nightmare however if you are traveling alone and can check in at least a week early and are comfortable with pushing shoving and being rude then maybe this airline is for you,definitely families seated separately throughout plane initial airfare low pay extra fees earlier checkin times get chance sit together checked 2 hours early sat back seat cabin narrows uncomfortable family spread throughout plane surprise flight attendants got sitting passenger allocated seating everyone boarded joked empty seats airline nightmare however traveling alone check least week early comfortable pushing shoving rude maybe airline,NEU
OAK - HOU round trip 73Fs both ways and I was in Seat 5F going and 4F on the return. Evolve Interior not bad and my only complaint is a lack of power ports. Cute cookies. Staff not at all bad. Only real complaint was that outbound flight was delayed but they made up for the delay in the air so even though I literally ran through HOU I did pick up my rental car before they closed for the day.,,,,,,oak  hou round trip 73fs both ways and i was in seat 5f going and 4f on the return evolve interior not bad and my only complaint is a lack of power ports cute cookies staff not at all bad only real complaint was that outbound flight was delayed but they made up for the delay in the air so even though i literally ran through hou i did pick up my rental car before they closed for the day,oak hou round trip 73fs ways seat 5f going 4f return evolve interior bad complaint lack power ports cute cookies staff bad real complaint outbound flight delayed made delay air even though literally ran hou pick rental car closed day,NEG
"They did not hold my plane for my connecting flight. I asked the flight attendant to whisk me to the front of the plane so I could make a run for it and he said ""they'll hold the plane for you. I've worked here for 25 years and we've never just left someone behind."" Well after waiting for 100 people to deplane I made a run for it and got to the gate just as the plane was pulling away.",,,,,,they did not hold my plane for my connecting flight i asked the flight attendant to whisk me to the front of the plane so i could make a run for it and he said theyll hold the plane for you ive worked here for 25 years and weve never just left someone behind well after waiting for 100 people to deplane i made a run for it and got to the gate just as the plane was pulling away,hold plane connecting flight asked flight attendant whisk front plane could make run said theyll hold plane ive worked 25 years weve never left someone behind well waiting 100 people deplane made run got gate plane pulling away,NEU
Had a flight from MD to FL the most unorganized flight I have ever been on. It is as if they have never had a flight before! Yes it was that bad! I have been using this company for years and after this experience I will never use them again! It was simply chaos. Avoid at all cost!,,,,,,had a flight from md to fl the most unorganized flight i have ever been on it is as if they have never had a flight before yes it was that bad i have been using this company for years and after this experience i will never use them again it was simply chaos avoid at all cost,flight md fl unorganized flight ever never flight yes bad using company years experience never use simply chaos avoid cost,NEG
August 2013 DEN-OMA-DEN. Travelled to Omaha for business trip. Plane about 80% full both flights. First time in a long time-actually can't remember when-both flights arrived on time. FAs very pleasant and helpful really nothing to criticize; would recommend based on punctuality alone.,,,,,,august 2013 denomaden travelled to omaha for business trip plane about 80 full both flights first time in a long timeactually cant remember whenboth flights arrived on time fas very pleasant and helpful really nothing to criticize would recommend based on punctuality alone,august 2013 denomaden travelled omaha business trip plane 80 full flights first time long timeactually cant remember whenboth flights arrived time fas pleasant helpful really nothing criticize would recommend based punctuality alone,POS
LAX-DEN-MKE-LAX. All flights worked a treat except a delay out of Denver due to fog of all things - and Denver sits at 5000 feet! Paid for early check-in and was in low A group every time. Once you understand their system and its quite logical SW is a great airline to fly with.,,,,,,laxdenmkelax all flights worked a treat except a delay out of denver due to fog of all things  and denver sits at 5000 feet paid for early checkin and was in low a group every time once you understand their system and its quite logical sw is a great airline to fly with,laxdenmkelax flights worked treat except delay denver due fog things denver sits 5000 feet paid early checkin low group every time understand system quite logical sw great airline fly,POS
